Sample in Buffer,Sample in Window,TRIGGER,design_1_i/design_1_i/usp_rf_data_converter_0_m00_axis_tdata_1[63:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED
2793,2793,0,-554795575889561524
2794,2794,0,-573936166365759396
2795,2795,0,-585195457492486128
2796,2796,0,-589698954045360160
2797,2797,0,-604336030790387792
2798,2798,0,-614469370472761456
2799,2799,0,-714675802237766172
2800,2800,0,-722557393642916332
2801,2801,0,-741697640522779180
2802,2802,0,-740571706257771028
2803,2803,0,-734942241079101968
2804,2804,0,-693283394764343740
2805,2805,0,-683150020721183092
2806,2806,0,-679772183559080276
2807,2807,0,-661757819409860956
2808,2808,0,-666261126980503884
2809,2809,0,-480484910707181208
2810,2810,0,-454589195667048068
2811,2811,0,-442204073348761156
2812,2812,0,-418559848882832912
2813,2813,0,-410678360554014200
2814,2814,0,-394915486977951188
2815,2815,0,-108932718685520268
2816,2816,0,-102177044362363260
2817,2817,0,-79658599544717660
2818,2818,0,-59392195061023052
2819,2819,0,-30118385162584236
2820,2820,0,251079544753881924
2821,2821,0,270220014973354924
2822,2822,0,284856919925982168
2823,2823,0,305123427487056932
2824,2824,0,316382890416669812
2825,2825,0,564084460573427664
2826,2826,0,570839997454485480
2827,2827,0,585476902403966992
2828,2828,0,591106401943423028
2829,2829,0,609120937890285648
2830,2830,0,620380435178588284
2831,2831,0,730720292522691048
2832,2832,0,739727199718083096
2833,2833,0,731845986273724996
2834,2834,0,732971937719650848
2835,2835,0,731845986271627796
2836,2836,0,690187019695163824
2837,2837,0,673298400833440152
2838,2838,0,663165164233951564
2839,2839,0,656409730427914592
2840,2840,0,658661461519501612
2841,2841,0,465003928723130064
2842,2842,0,453744740667754080
2843,2843,0,440233649725769248
2844,2844,0,417715600046425596
2845,2845,0,408708040011548160
2846,2846,0,399700772037592484
2847,2847,0,111465894691733956
2848,2848,0,95703192914624880
2849,2849,0,59673880491721092
2850,2850,0,61925680303833348
2851,2851,0,50666234553565372
2852,2852,0,-255301665110033240
2853,2853,0,-269938741858206596
2854,2854,0,-302589804803720132
2855,2855,0,-309345547847664628
2856,2856,0,-325108318346085428
2857,2857,0,-550291941903501216
2858,2858,0,-582943296901023708
2859,2859,0,-594202381872990248
2860,2860,0,-598706290739054628
2861,2861,0,-595328694100363328
2862,2862,0,-600958245174184020
2863,2863,0,-722557239024093712
2864,2864,0,-731564524177132076
2865,2865,0,-738320043885660700
2866,2866,0,-727061044812515896
2867,2867,0,-734942275440937532
2868,2868,0,-677520710166055344
2869,2869,0,-683150158162233740
2870,2870,0,-675268772914465136
2871,2871,0,-669639221836974412
2872,2872,0,-661757767869729048
2873,2873,0,-471477539654796968
2874,2874,0,-463596326202574440
2875,2875,0,-437700301923485212
2876,2876,0,-434322413222299152
2877,2877,0,-410678257479517692
2878,2878,0,-392663549726885268
2879,2879,0,-119065783484744140
2880,2880,0,-93169742027882888
2881,2881,0,-88665764442865956
2882,2882,0,-72902925224706260
2883,2883,0,-32370459848933548
2884,2884,0,271345743080719204
2885,2885,0,272471780427826044
2886,2886,0,289360622634140652
2887,2887,0,306249636633642012
2888,2888,0,316382804514964580
2889,2889,0,567462057211070344
2890,2890,0,561832695121577956
2891,2891,0,575343700163168236
2892,2892,0,602365366652110912
2893,2893,0,601239672905271360
2894,2894,0,609121178411599980
2895,2895,0,728468389632412192
2896,2896,0,721712766851484168
2897,2897,0,727342317925304844
2898,2898,0,732972092336900684
2899,2899,0,734097786085837340
2900,2900,0,694690791123323252
2901,2901,0,676676237989251420
2902,2902,0,667668866938440000
2903,2903,0,662039126881863968
2904,2904,0,654157810354620704
2905,2905,0,465003860003653328
2906,2906,0,460500122933134964
2907,2907,0,440233684089177692
2908,2908,0,433477820783003120
2909,2909,0,404204440383915452
2910,2910,0,404204217040373204
2911,2911,0,111465860329898420
2912,2912,0,104710357808054728
2913,2913,0,77688175923560756
2914,2914,0,55170005985394932
2915,2915,0,37155195152236692
2916,2916,0,-255301390232650608
2917,2917,0,-281197740927943524
2918,2918,0,-282323778278982600
2919,2919,0,-307093748031620120
2920,2920,0,-322856724688995440
2921,2921,0,-561551250209048480
2922,2922,0,-578439817532213244
2923,2923,0,-576188395676698616
2924,2924,0,-603209924723017776
2925,2925,0,-603210302682237028
2926,2926,0,-616720775151552604
2927,2927,0,-724809073200663036
2928,2928,0,-729312758726855176
2929,2929,0,-722557410828028444
2930,2930,0,-733816392715536968
2931,2931,0,-734942309804345936
2932,2932,0,-679772509982362028
2933,2933,0,-686527789162236248
2934,2934,0,-682024017733552480
2935,2935,0,-662883753678014816
2936,2936,0,-650498700081826092
2937,2937,0,-469226083435873948
2938,2938,0,-441078276523755144
2939,2939,0,-428693033947432512
2940,2940,0,-432070802389534204
2941,2941,0,-412929954209007048
2942,2942,0,-401670955140318692
2943,2943,0,-116813914952106452
2944,2944,0,-81910502443909488
2945,2945,0,-75154862479442252
2946,2946,0,-57140429606027564
2947,2947,0,-43629390203650228
2948,2948,0,264590206193632080
2949,2949,0,278101245599417284
2950,2950,0,287108788457046968
2951,2951,0,318634295090742316
2952,2952,0,323138032161522800
2953,2953,0,574217491016583064
2954,2954,0,568588163277654024
2955,2955,0,588854705203185644
2956,2956,0,591106436302637060
2957,2957,0,611372875142924344
2958,2958,0,620380143121860696
2959,2959,0,720587090279795220
2960,2960,0,730719828663601664
2961,2961,0,728468355270576672
2962,2962,0,732972161058998848
2963,2963,0,737475829403748900
2964,2964,0,681179803260553608
2965,2965,0,669920975988722028
2966,2966,0,678928106523986276
2967,2967,0,674424197655824748
2968,2968,0,656409644529092936
2969,2969,0,467255762897602240
2970,2970,0,444737610134849140
2971,2971,0,424471188469450308
2972,2972,0,431226124049581576
2973,2973,0,404204337302603216
2974,2974,0,397448714524558728
2975,2975,0,106962157623312844
2976,2976,0,91199490206990740
2977,2977,0,73184885535932764
2978,2978,0,64177445759877344
2979,2979,0,30399898795114684
2980,2980,0,-259805127298188124
2981,2981,0,-271064573048193908
2982,2982,0,-298086205173990380
2983,2983,0,-303716151388472308
2984,2984,0,-327360358678201448
2985,2985,0,-554795644607465352
2986,2986,0,-576188000538658772
2987,2987,0,-586321219962996728
2988,2988,0,-596454490924845108
2989,2989,0,-604336065151174728
2990,2990,0,-612217347321301100
2991,2991,0,-719179470585661900
2992,2992,0,-718053570681440792
2993,2993,0,-727061113532516896
2994,2994,0,-740571946778036756
2995,2995,0,-741697674883566128
2996,2996,0,-695535194573834604
2997,2997,0,-676394621279078752
2998,2998,0,-675268807271057784
2999,2999,0,-649373126591973672
3000,3000,0,-655002368427100440
3001,3001,0,-469226014720067220
3002,3002,0,-456840926761256576
3003,3003,0,-430944971202430520
3004,3004,0,-423063345433871916
3005,3005,0,-410678257476109760
3006,3006,0,-401670766160446892
3007,3007,0,-112310418407621012
3008,3008,0,-106680506550255996
3009,3009,0,-79658702627078508
3010,3010,0,-54888629793915120
3011,3011,0,-34621950430216388
3012,3012,0,242072311139402616
3013,3013,0,257835287794942868
3014,3014,0,273598058292315108
3015,3015,0,298368234208625644
3016,3016,0,327641769228371048
3017,3017,0,559580792221861784
3018,3018,0,561832849739352016
3019,3019,0,587728770937653224
3020,3020,0,582099460384622588
3021,3021,0,601239810341603420
3022,3022,0,615876474775013496
3023,3023,0,728468286551099924
3024,3024,0,735223840613599700
3025,3025,0,726216486736366124
3026,3026,0,726216572636760616
3027,3027,0,741979222873737772
3028,3028,0,696942659654388136
3029,3029,0,667669073096345948
3030,3030,0,663165404747925812
3031,3031,0,666542863948712304
3032,3032,0,656409730422671648
3033,3033,0,471759122003658404
3034,3034,0,449240952064706160
3035,3035,0,433478112847332908
3036,3036,0,426722507244963304
3037,3037,0,410959908543661536
3038,3038,0,392945183615616436
3039,3039,0,121598993855939044
3040,3040,0,106962054545670524
3041,3041,0,82191912994079052
3042,3042,0,68680839228817676
3043,3043,0,25896333523812588
3044,3044,0,-253049796573987704
3045,3045,0,-284575406287684508
3046,3046,0,-286827309182419888
3047,3047,0,-308219613576365064
3048,3048,0,-329612021050836080
3049,3049,0,-563802809498273688
3050,3050,0,-569432618277996528
3051,3051,0,-582943520239323136
3052,3052,0,-596454508103141412
3053,3053,0,-612217364500121676
3054,3054,0,-616720878229194864
3055,3055,0,-727060804290677248
3056,3056,0,-729312638465149404
3057,3057,0,-727061147891730992
3058,3058,0,-727060873010678280
3059,3059,0,-739446115587525116
3060,3060,0,-684276229867243948
3061,3061,0,-691031388788558208
3062,3062,0,-682024223893555560
3063,3063,0,-674142855825656120
3064,3064,0,-652750328098392388
3065,3065,0,-482736744878507704
3066,3066,0,-447833590068348504
3067,3067,0,-442204038991644220
3068,3068,0,-429819002574014004
3069,3069,0,-412930194730321360
3070,3070,0,-399419086606894508
3071,3071,0,-110058549869740548
3072,3072,0,-84162542773666148
3073,3073,0,-88666004955791668
3074,3074,0,-63895863407870192
3075,3075,0,-39125928015757524
3076,3076,0,246576013848085368
3077,3077,0,278101348679418796
3078,3078,0,278101692280734644
3079,3079,0,298368131126002732
3080,3080,0,314131021884556372
3081,3081,0,566336226025277308
3082,3082,0,570839825655793604
3083,3083,0,600113463753443316
3084,3084,0,595609932852889628
3085,3085,0,602365710248970308
3086,3086,0,620380143121860720
3087,3087,0,732972023618996740
3088,3088,0,726216452377676268
3089,3089,0,729594323899517516
3090,3090,0,728468475530185268
3091,3091,0,739727319978740224
3092,3092,0,687935305781348776
3093,3093,0,672172638361356700
3094,3094,0,674424266379495760
3095,3095,0,660913467493189992
3096,3096,0,656409799146342724
3097,3097,0,471759293805495952
3098,3098,0,465003533579060908
3099,3099,0,431226381751551544
3100,3100,0,426722661865883176
3101,3101,0,415463473813128656
3102,3102,0,408708040010761612
3103,3103,0,118221465933054404
3104,3104,0,100206861260423512
3105,3105,0,75436616628568436
3106,3106,0,66429108132512016
3107,3107,0,41659207098040516
3108,3108,0,-250797893685019500
3109,3109,0,-266560973417415548
3110,3110,0,-286827206108709892
3111,3111,0,-301464317214524488
3112,3112,0,-316101033188590660
3113,3113,0,-557047547500365748
3114,3114,0,-571684435266832316
3115,3115,0,-575062289609852964
3116,3116,0,-596454594002487312
3117,3117,0,-609965358525384756
3118,3118,0,-607713610258647176
3119,3119,0,-723683276373035508
3120,3120,0,-729312415128422896
3121,3121,0,-729312604109081116
3122,3122,0,-729312758728952352
3123,3123,0,-731564747521198652
3124,3124,0,-697786977208175004
3125,3125,0,-686527720445380992
3126,3126,0,-675268858813811044
3127,3127,0,-664009687941450028
3128,3128,0,-655002316887492908
3129,3129,0,-466974146186380952
3130,3130,0,-461344388951246456
3131,3131,0,-444455907522446904
3132,3132,0,-427567065318753776
3133,3133,0,-412930297809536492
3134,3134,0,-401670886418482628
3135,3135,0,-116813983677350388
3136,3136,0,-95421576202355052
3137,3137,0,-81910605517881700
3138,3138,0,-59392401223647460
3139,3139,0,-48132886748659908
3140,3140,0,255583144379155300
3141,3141,0,271345949241246644
3142,3142,0,300619707596669888
3143,3143,0,297242128143090684
3144,3144,0,329893740843107436
3145,3145,0,564084391853426652
3146,3146,0,573091780089350108
3147,3147,0,588854602125019140
3148,3148,0,602365504088442900
3149,3149,0,595610276447651948
3150,3150,0,597861938829723780
3151,3151,0,726216658536106532
3152,3152,0,735223995228752404
3153,3153,0,729594323896896028
3154,3154,0,730720223803738672
3155,3155,0,732972023617423948
3156,3156,0,687935374500301180
3157,3157,0,677802206620289416
3158,3158,0,676676117733312852
3159,3159,0,672172294763448644
3160,3160,0,651906182339103052
3161,3161,0,469507390909449916
3162,3162,0,462752043004855888
3163,3163,0,442485483903125112
3164,3164,0,424470947948135948
3165,3165,0,399700875118642636
3166,3166,0,395196897531004372
3167,3167,0,106962398146200044
3168,3168,0,88947587312517524
3169,3169,0,73184679376453988
3170,3170,0,55170280863826220
3171,3171,0,39407132407496868
3172,3172,0,-264308761283724092
3173,3173,0,-276693900782928796
3174,3174,0,-286827240471856100
3175,3175,0,-309345547846878224
3176,3176,0,-311597828696638528
3177,3177,0,-562677047033006036
3178,3178,0,-567180818464835544
3179,3179,0,-575062152171948052
3180,3180,0,-591950788216162344
3181,3181,0,-600958262351956036
3182,3182,0,-609965513147353132
3183,3183,0,-733816272454355428
3184,3184,0,-715801994203957812
3185,3185,0,-740571981137775096
3186,3186,0,-736068037910399544
3187,3187,0,-732690475627776524
3188,3188,0,-679772441264458128
3189,3189,0,-675268687015643512
3190,3190,0,-668513201673144688
3191,3191,0,-657254116703275356
3192,3192,0,-657254099522881824
3193,3193,0,-478233179615069876
3194,3194,0,-452337481750611604
3195,3195,0,-442203798470592064
3196,3196,0,-420811528442938872
3197,3197,0,-403923064191649240
3198,3198,0,-401670903598613896
3199,3199,0,-122443483209466316
3200,3200,0,-97673272938922368
3201,3201,0,-77406799733129556
3202,3202,0,-63895691607605484
3203,3203,0,-45881327455764636
3204,3204,0,246575842047296320
3205,3205,0,279227145509143452
3206,3206,0,291612388084941800
3207,3207,0,305123427490202696
3208,3208,0,316382787342435388
3209,3209,0,555077158241044388
3210,3210,0,577595414075934688
3211,3211,0,589980502031861808
3212,3212,0,597862076260812848
3213,3213,0,605743341251594316
3214,3214,0,615876595030952048
3215,3215,0,728468458350316008
3216,3216,0,723964824363207224
3217,3217,0,729594323897420304
3218,3218,0,732971903358339632
3219,3219,0,725090655551097400
3220,3220,0,692438974126623128
3221,3221,0,675550441163196832
3222,3222,0,678928158063069540
3223,3223,0,659787636307921232
3224,3224,0,667668781034375476
3225,3225,0,476262927791556244
3226,3226,0,458248065421674088
3227,3227,0,435729947022067236
3228,3228,0,415463662793524804
3229,3229,0,408708143095219724
3230,3230,0,399700634597852644
3231,3231,0,117095359865684412
3232,3232,0,104710323447791992
3233,3233,0,70933016998052204
3234,3234,0,70932639038832916
3235,3235,0,28148030257758444
3236,3236,0,-253049865298969444
3237,3237,0,-280071669223719836
3238,3238,0,-293582811708457932
3239,3239,0,-308219510497674228
3240,3240,0,-322856621607683128
3241,3241,0,-554795713325893536
3242,3242,0,-582943468696569852
3243,3243,0,-587447154228004892
3244,3244,0,-596454405022877740
3245,3245,0,-598706531261417548
3246,3246,0,-614469129956690024
3247,3247,0,-716927842568571408
3248,3248,0,-715801822403693096
3249,3249,0,-736068140989090324
3250,3250,0,-733816478615931440
3251,3251,0,-733816306813569588
3252,3252,0,-700038725487495536
3253,3253,0,-670765156105652576
3254,3254,0,-675268669834201452
3255,3255,0,-657254013624584532
3256,3256,0,-652750482715117900
3257,3257,0,-491743909776131732
3258,3258,0,-461344474850854500
3259,3259,0,-446707398098224752
3260,3260,0,-415182097626629680
3261,3261,0,-394915555703457244
3262,3262,0,-385908322083997120
3263,3263,0,-111184415421563380
3264,3264,0,-90917873495769472
3265,3265,0,-75155309154468172
3266,3266,0,-63895760324985092
3267,3267,0,-48132783667347604
3268,3268,0,248827641861243708
3269,3269,0,270219946250994572
3270,3270,0,298367821889143780
3271,3271,0,302871524594680868
3272,3272,0,320886301069935708
3273,3273,0,566336226025801656
3274,3274,0,559581067105535932
3275,3275,0,588854533404493840
3276,3276,0,586602836671596580
3277,3277,0,598987838728701968
3278,3278,0,613624898300676168
3279,3279,0,725090758633982468
3280,3280,0,732972040798341624
3281,3281,0,726216486741609032
3282,3282,0,732971954899520024
3283,3283,0,730720361247410768
3284,3284,0,676676220813576592
3285,3285,0,678928140883200380
3286,3286,0,669920907268721012
3287,3287,0,660913570573453624
3288,3288,0,654158050873313620
3289,3289,0,476262893431817920
3290,3290,0,460500071391954576
3291,3291,0,446988946088658512
3292,3292,0,437981540673127964
3293,3293,0,417715307989698016
3294,3294,0,408707885390628260
3295,3295,0,109214232317526476
3296,3296,0,100206826897015164
3297,3297,0,91199009165934940
3298,3298,0,52918412328567036
3299,3299,0,34903498421436612
3300,3300,0,-250798099838206828
3301,3301,0,-273316407223714708
3302,3302,0,-282323709555049464
3303,3303,0,-311597313300300788
3304,3304,0,-329611969510179924
3305,3305,0,-568306306048526256
3306,3306,0,-576187794380752836
3307,3307,0,-585195285693269984
3308,3308,0,-591950822575900676
3309,3309,0,-597580459550640176
3310,3310,0,-605461776084174904
3311,3311,0,-715801805223823900
3312,3312,0,-729312827444234776
3313,3313,0,-728186841641716216
3314,3314,0,-731564472646437392
3315,3315,0,-738319906443037204
3316,3316,0,-684276023708289428
3317,3317,0,-680898392707762536
3318,3318,0,-664009670766823776
3319,3319,0,-659505985234864480
3320,3320,0,-655002419967232284
3321,3321,0,-473729511266649824
3322,3322,0,-452337241232442964
3323,3323,0,-439952101737694784
3324,3324,0,-436574109958342192
3325,3325,0,-428692793427428796
3326,3326,0,-403922720592954824
3327,3327,0,-110058481151312324
3328,3328,0,-106680506549731692
3329,3329,0,-77406937167888708
3330,3330,0,-59392195061547252
3331,3331,0,-39125584418373852
3332,3332,0,251079407312569220
3333,3333,0,281479185843618764
3334,3334,0,296115987711001604
3335,3335,0,299493893592843328
3336,3336,0,318634707412583476
3337,3337,0,561832420242622380
3338,3338,0,575343562724214728
3339,3339,0,597861663941855228
3340,3340,0,595610070287124548
3341,3341,0,611372909503711320
3342,3342,0,629387548535031940
3343,3343,0,720586781043722752
3344,3344,0,717209493642152468
3345,3345,0,737475417087412788
3346,3346,0,739727371524639280
3347,3347,0,730720361246886476
3348,3348,0,690187157134641588
3349,3349,0,663165404750023056
3350,3350,0,678928037806606708
3351,3351,0,659787670666610992
3352,3352,0,660913330055809372
3353,3353,0,474010990539441840
3354,3354,0,462751819665770148
3355,3355,0,440233615369176660
3356,3356,0,410959977265497628
3357,3357,0,417715170549171712
3358,3358,0,386189955976398256
3359,3359,0,114843594414883308
3360,3360,0,104710289090675076
3361,3361,0,82192153510150460
3362,3362,0,55170212144873704
3363,3363,0,43910697676701924
3364,3364,0,-259805402175832900
3365,3365,0,-264308898730017660
3366,3366,0,-304841810774000584
3367,3367,0,-310471619546907652
3368,3368,0,-336367489207436384
3369,3369,0,-557047444420102024
3370,3370,0,-573936166365759432
3371,3371,0,-580691686066948116
3372,3372,0,-594202708291029000
3373,3373,0,-599832328084850740
3374,3374,0,-623476294851692636
3375,3375,0,-705668843502766600
3376,3376,0,-722557135945927148
3377,3377,0,-724809176281975308
3378,3378,0,-731564610079623696
3379,3379,0,-737194006536718904
3380,3380,0,-679772630242494832
3381,3381,0,-683150123799873908
3382,3382,0,-664009808202631480
3383,3383,0,-655002316887492940
3384,3384,0,-664009550505118012
3385,3385,0,-478233145251661488
3386,3386,0,-445581755895973420
3387,3387,0,-442204004630857300
3388,3388,0,-420811700237436428
3389,3389,0,-419685628526921196
3390,3390,0,-392663669985183164
3391,3391,0,-122443620647895452
3392,3392,0,-93169638948667792
3393,3393,0,-88665764441293108
3394,3394,0,-59392160699187460
3395,3395,0,-34622087864451212
3396,3396,0,264590309275206484
3397,3397,0,281479185842308020
3398,3398,0,309626906856391664
3399,3399,0,314130935982851116
3400,3400,0,316382735800206472
3401,3401,0,567462332093695968
3402,3402,0,575343837600024584
3403,3403,0,585476971126589516
3404,3404,0,593358218933831724
3405,3405,0,603491575795550288
3406,3406,0,622631994472007780
3407,3407,0,732972057978210856
3408,3408,0,732971920536635876
3409,3409,0,727342455365831212
3410,3410,0,728468389636082184
3411,3411,0,727342592805309008
3412,3412,0,690187002516867508
3413,3413,0,686809337151883692
3414,3414,0,667669055914379632
3415,3415,0,675550235003193664
3416,3416,0,663165232945039672
3417,3417,0,465003928722081468
3418,3418,0,458248357474731668
3419,3419,0,437981849912346208
3420,3420,0,419967382682600972
3421,3421,0,413211639640491524
3422,3422,0,392945372599944652
3423,3423,0,109214129239884244
3424,3424,0,88947621673828700
3425,3425,0,73184679378551092
3426,3426,0,61925611581210872
3427,3427,0,43910903833559276
3428,3428,0,-264308830005035884
3429,3429,0,-282323297237664636
3430,3430,0,-291330908814246828
3431,3431,0,-299212551762150408
3432,3432,0,-331863803686225012
3433,3433,0,-562676978314577816
3434,3434,0,-562677253196679104
3435,3435,0,-577314123787470844
3436,3436,0,-596454559644321824
3437,3437,0,-605461896337492052
3438,3438,0,-614469112774199396
3439,3439,0,-711298239955143160
3440,3440,0,-720305645373032984
3441,3441,0,-724809038835681744
3442,3442,0,-731564472641718792
3443,3443,0,-727060941732252136
3444,3444,0,-675268858814335380
3445,3445,0,-667387525106174328
3446,3446,0,-659506071136307512
3447,3447,0,-661757785052219724
3448,3448,0,-648246900267616580
3449,3449,0,-471477814534276784
3450,3450,0,-472603542638757480
3451,3451,0,-428693240106649172
3452,3452,0,-423063465691121152
3453,3453,0,-412929954210579900
3454,3454,0,-397167252431111604
3455,3455,0,-121317617659740564
3456,3456,0,-95421404403138968
3457,3457,0,-81910536799453492
3458,3458,0,-57140395247337732
3459,3459,0,-52636417659175116
3460,3460,0,253331378925732680
3461,3461,0,260086812730983300
3462,3462,0,293864376876401660
3463,3463,0,301745830848365576
3464,3464,0,305123719553746024
3465,3465,0,557329129848702888
3466,3466,0,568588043023026152
3467,3467,0,567462538256320524
3468,3468,0,584350985318303772
3469,3469,0,589980879991605304
3470,3470,0,618128446387914896
3471,3471,0,731845986275297788
3472,3472,0,728468509890447932
3473,3473,0,721713093270047272
3474,3474,0,730720429963741760
3475,3475,0,731846020632939028
3476,3476,0,681179992237541780
3477,3477,0,663165645269764488
3478,3478,0,678927883187259736
3479,3479,0,656409970946083132
3480,3480,0,660913553393060204
3481,3481,0,465003963082868428
3482,3482,0,446989220970759812
3483,3483,0,440233718447081020
3484,3484,0,424470862048527900
3485,3485,0,413211674002064856
3486,3486,0,406455913777464740
3487,3487,0,114843731851739596
3488,3488,0,106962054545146280
3489,3489,0,86695684415947108
3490,3490,0,57421874516984080
3491,3491,0,37155470031192308
3492,3492,0,-259805196016616284
3493,3493,0,-286827103025824668
3494,3494,0,-280072150265299992
3495,3495,0,-300338348591612956
3496,3496,0,-327360186874266712
3497,3497,0,-558173309965633464
3498,3498,0,-567180577942996916
3499,3499,0,-578440023694837756
3500,3500,0,-596454353480648708
3501,3501,0,-611091258435373128
3502,3502,0,-607713661796157552
3503,3503,0,-724809141916469752
3504,3504,0,-731564335202240988
3505,3505,0,-728186772919093792
3506,3506,0,-727060890198936120
3507,3507,0,-722557307744094776
3508,3508,0,-675268961895123312
3509,3509,0,-679772458440657260
3510,3510,0,-677520727343827264
3511,3511,0,-671890987291445600
3512,3512,0,-657254202598951236
3513,3513,0,-482736744879031992
3514,3514,0,-454589178485868168
3515,3515,0,-448959404066670144
3516,3516,0,-415182166345057824
3517,3517,0,-399419155322963424
3518,3518,0,-390411801449661860
3519,3519,0,-110058378075242924
3520,3520,0,-84162302257070476
3521,3521,0,-90917701691310428
3522,3522,0,-54888767231820012
3523,3523,0,-32370253694697660
3524,3524,0,260086984524432196
3525,3525,0,288234516564935580
3526,3526,0,300619810674836416
3527,3527,0,305123461847843856
3528,3528,0,334397151489819720
3529,3529,0,569713891384493952
3530,3530,0,577595482796459976
3531,3531,0,583224896436045836
3532,3532,0,600113652738820184
3533,3533,0,597862041904220296
3534,3534,0,613624795221985408
3535,3535,0,711579822307150388
3536,3536,0,726216418017413672
3537,3537,0,721713093272668696
3538,3538,0,737475657606105656
3539,3539,0,736349585898474048
3540,3540,0,687935271420037552
3541,3541,0,685683437249235320
3542,3542,0,672172535285287252
3543,3543,0,664291098496338232
3544,3544,0,654157999333181732
3545,3545,0,465003859999983260
3546,3546,0,453744637591946868
3547,3547,0,431226450471814720
3548,3548,0,437981712470246900
3549,3549,0,417715101830481420
3550,3550,0,404204354483258820
3551,3551,0,117095462945423780
3552,3552,0,95702986756718972
3553,3553,0,84443815885406548
3554,3554,0,57421805799604500
3555,3555,0,43910835114082484
3556,3556,0,-250798202923189116
3557,3557,0,-260931336445821876
3558,3558,0,-284575543730570132
3559,3559,0,-289079280803709956
3560,3560,0,-318353056341623852
3561,3561,0,-560425247219320748
3562,3562,0,-576187897455773640
3563,3563,0,-577313986346420232
3564,3564,0,-591950736677603324
3565,3565,0,-598706531256174676
3566,3566,0,-618972884200786012
3567,3567,0,-715801839581989404
3568,3568,0,-729312724366592576
3569,3569,0,-730438641453304344
3570,3570,0,-727060821476837924
3571,3571,0,-740571843695151636
3572,3572,0,-677520813247367580
3573,3573,0,-670765121744341308
3574,3574,0,-666261367499196756
3575,3575,0,-657254151064062236
3576,3576,0,-659506053953816888
3577,3577,0,-473729408186386056
3578,3578,0,-454589092584949376
3579,3579,0,-435448570828752448
3580,3580,0,-420811751774422488
3581,3581,0,-415181754021643752
3582,3582,0,-392663566904919520
3583,3583,0,-104428912900243884
3584,3584,0,-97673307296039280
3585,3585,0,-79658565184979252
3586,3586,0,-68399428670783740
3587,3587,0,-43629149679714508
3588,3588,0,260086675290981288
3589,3589,0,280353389014418340
3590,3590,0,298367924963640320
3591,3591,0,307375192943100948
3592,3592,0,316382564004660356
3593,3593,0,557328820614203296
3594,3594,0,561832643579873264
3595,3595,0,591106333218703376
3596,3596,0,604617355444357200
3597,3597,0,615876474772392016
3598,3598,0,609121298672257156
3599,3599,0,728468320913984016
3600,3600,0,730720206625966572
3601,3601,0,731846192430582296
3602,3602,0,735223634453072436
3603,3603,0,735223685997922860
3604,3604,0,694690722403322288
3605,3605,0,675550441164769684
3606,3606,0,678927745744636248
3607,3607,0,666542863951333740
3608,3608,0,649654313807513904
3609,3609,0,471759293803398812
3610,3610,0,467255505192224372
3611,3611,0,424470844872066616
3612,3612,0,415463559718503944
3613,3613,0,408708005656528360
3614,3614,0,395197172409697728
3615,3615,0,128354427656733116
3616,3616,0,91199387127775612
3617,3617,0,73184679375929684
3618,3618,0,55170246503563580
3619,3619,0,46162600565932204
3620,3620,0,-257553396205552488
3621,3621,0,-276693866421617540
3622,3622,0,-291330805733458928
3623,3623,0,-308219922813486096
3624,3624,0,-320605062315050068
3625,3625,0,-567180646662997996
3626,3626,0,-594202381865125856
3627,3627,0,-578440023693789160
3628,3628,0,-605461638636308516
3629,3629,0,-603209993448261704
3630,3630,0,-625728300822759548
3631,3631,0,-720305645367265808
3632,3632,0,-731564300840405496
3633,3633,0,-734942447241202220
3634,3634,0,-738319992341334568
3635,3635,0,-721431476559874548
3636,3636,0,-686527806344726896
3637,3637,0,-679772252282227092
3638,3638,0,-682024000554207592
3639,3639,0,-661757716330645860
3640,3640,0,-664009292805507364
3641,3641,0,-464722586888767124
3642,3642,0,-454589195666261652
3643,3643,0,-444455667007424044
3644,3644,0,-429818847952045584
3645,3645,0,-421937222185059808
3646,3646,0,-388159864197023168
3647,3647,0,-114562080779731372
3648,3648,0,-81910777321816476
3649,3649,0,-86413930265248092
3650,3650,0,-45881327454716196
3651,3651,0,-34622087868121252
3652,3652,0,255583213101515596
3653,3653,0,272471849149399964
3654,3654,0,284856919922574276
3655,3655,0,311878964366541840
3656,3656,0,320886421327971432
3657,3657,0,564084460571854800
3658,3658,0,575343751700678628
3659,3659,0,582099133963962416
3660,3660,0,609120903527925796
3661,3661,0,605743272528971828
3662,3662,0,604617630322788504
3663,3663,0,727342455364782528
3664,3664,0,735223840613075488
3665,3665,0,731846192435825200
3666,3666,0,717209528004512320
3667,3667,0,730720155086359084
3668,3668,0,690187208675297668
3669,3669,0,675550372445817244
3670,3670,0,669920924450163072
3671,3671,0,662039264323963268
3672,3672,0,663165147050936656
3673,3673,0,467255694176028360
3674,3674,0,455996540483012220
3675,3675,0,444737283711043136
3676,3676,0,428974341417600588
3677,3677,0,422218941976806916
3678,3678,0,410959788283266500
3679,3679,0,112591897679364548
3680,3680,0,91199249688822100
3681,3681,0,64177617557520700
3682,3682,0,48414743982768372
3683,3683,0,43910697675653332
3684,3684,0,-257553396203717432
3685,3685,0,-275568035234775972
3686,3686,0,-300338039347938276
3687,3687,0,-295834714602406900
3688,3688,0,-320604615632946280
